text,label
CDC releases emergency report confirming that common supermarket bottled water contains synthetic microchips to monitor brainwaves.,0
Federal Reserve internal memo leaks plans to immediately confiscate all cash currency and replace it with centralized crypto tokens by next month.,0
A published report from Harvard Medical School reveals that rubbing garlic oil behind the ears completely cures Type 2 diabetes within two weeks.,0
WHO officially confirms that an ancient herbal root destroys the multi-billion dollar pharmaceutical industry and cures every respiratory illness.,0
NASA scientists leaked classified documents showing the moon is a hollow artificial surveillance satellite housing secret alien summits.,0
Mayo Clinic researchers publish findings showing that eating raw onions every morning renders the human immune system 100% immune to all viruses.,0
Oxford University economists reveal that world leaders have signed an agreement to ban gold and declare global bankruptcy next Friday.,0
A study published in the Lancet by MIT bioengineers confirms that 5G cellular frequencies alter human DNA sequence structures permanently.,0
Johns Hopkins Medicine releases urgent bulletin stating that microwave ovens emit radioactive scalar waves that poison ordinary tap water.,0
United Nations committee drafts resolution to ban all private vehicle ownership across North America and Europe starting next quarter.,0
FDA confidential audit confirms that commercial toothpastes contain secret nano-particles designed to induce docile psychological compliance.,0
"According to a press release by the European Space Agency, an alien mothership entered Earth's upper stratosphere and was disguised as weather balloons.",0
A clinical trial conducted by Yale University proves that drinking saltwater twice daily completely dissolves all coronary artery blockages in 3 days.,0
Federal Reserve Chairman secretly announces a mandatory 50% wealth tax on all retail bank checking accounts effective midnight.,0
Cambridge University Department of Neuroscience confirms that listening to 432Hz audio frequencies repairs damaged spine nerves instantly.,0
"According to a report by the World Economic Forum, all paper identification documents will be replaced by subcutaneous RFID chips this year.",0
National Institutes of Health whistleblowers expose that common grocery bread contains heavy metal compounds designed to induce lethargy.,0
Stanford bio-physicists confirm that wearing copper bracelets neutralizes all cellular radiation and cures chronic inflammatory diseases 100%.,0
CDC emergency notification claims that ordinary ceiling fans spread airborne nanoparticles that induce respiratory infections.,0
"According to a study published in Nature Medicine, soaking feet in vinegar every night cures all liver cirrhosis and kidney failure in 5 days.",0
"NASA orbital telemetry confirms that an asteroid made entirely of solid platinum will crash into the Pacific Ocean next month, causing financial collapse.",0
Harvard University researchers prove that looking directly into sunrise sunlight for 30 minutes daily eliminates the human need for caloric food.,0
World Health Organization announces that domestic house cats carry secret microscopic surveillance microbes developed by foreign intelligence.,0
Johns Hopkins oncologists publish report stating that chewing raw ginger root destroys 98% of malignant tumors within 24 hours.,0
Department of Energy leaked files confirm that free zero-point energy generators were invented in 1994 and suppressed by oil conglomerates.,0
Oxford University medical review reveals that commercial shampoo contains hormone-disrupting chemicals engineered to accelerate hair loss.,0
"According to a report from the International Monetary Fund, paper currencies across 40 countries will lose 90% of their purchasing power tomorrow.",0
MIT artificial intelligence lab discovers that smart home speakers are broadcasting subconscious acoustic waves to influence voting behavior.,0
Mayo Clinic confidential report discloses that drinking warm baking soda water completely reverses stage-3 Alzheimer's disease within one week.,0
European Union secret directive mandates that all citizens consume laboratory-engineered synthetic insect protein by the end of the year.,0
NASA James Webb telescope captures undeniable photographs of ancient metallic city pyramids situated on the dark side of Jupiter's moon Europa.,0
CDC internal investigators reveal that commercial sunscreen lotions cause 95% of skin melanomas and advise citizens to avoid UV protection.,0
"According to a study by the University of Tokyo, drinking distilled water stripped of minerals dissolves human tooth enamel in less than 48 hours.",0
Federal Reserve emergency bulletin warns that automated teller machines across the country will limit cash withdrawals to $20 per customer.,0
Stanford University geneticists discover that a single drop of organic eucalyptus oil repairs broken telomeres and halts human biological aging.,0
World Bank confidential memorandum discloses that global sovereign debts will be canceled in exchange for mandatory personal biometric registry.,0
Harvard Medical School report confirms that commercial deodorants contain toxic aluminum compounds engineered to cause sudden cardiac events.,0
"According to an official disclosure by the Department of Homeland Security, all internet traffic will be placed on mandatory 24-hour quarantine.",0
Oxford University archaeologists discover proof that the Giza Pyramids were wireless power transmission towers constructed by ancient extraterrestrials.,0
WHO epidemiological report states that drinking hot green tea with honey neutralizes 100% of bacterial infections without antibiotics.,0
Mayo Clinic clinical audit reveals that a $2 grocery kitchen spice destroys the entire $100 billion cardiovascular pharmaceutical market.,0
"According to a study published in the British Medical Journal, putting sliced onions in socks overnight draws all toxic heavy metals from the bloodstream.",0
NASA Goddard Space Flight Center leaked memo claims that planet Earth is slowing its rotational speed by 2 hours every month.,0
Johns Hopkins researchers discover that consuming apple cider vinegar eliminates all metabolic diabetes and cholesterol in under 7 days.,0
Federal Communications Commission announces plans to disable private residential Wi-Fi networks in favor of centralized municipal broadcasts.,0
MIT bio-engineers prove that commercial vegetable oils contain industrial lubricating polymers that harden human coronary arteries in days.,0
"According to a report by the United Nations Climate Panel, international air travel will be strictly rationed to one flight every five years per citizen.",0
Stanford University neurological study claims that sleeping near a mobile phone causes permanent brainwave desynchronization and memory wipe.,0
CDC emergency dispatch confirms that a mystery chemical compound in tap water causes mass disorientation across three major metropolitan areas.,0
नासा के वैज्ञानिकों ने मंगल ग्रह पर प्राचीन पानी के बहाव से बनी अनूठी चट्टानों की खोज की पुष्टि की।,1
भारतीय रिजर्व बैंक ने मौद्रिक नीति की समीक्षा के बाद खुदरा महंगाई दर पर आधिकारिक डेटा जारी किया।,1
स्टैनफोर्ड यूनिवर्सिटी के फर्जी शोध का दावा: गर्म नींबू पानी पीने से 24 घंटे में कैंसर और शुगर पूरी तरह ठीक हो जाता है।,0
विश्व स्वास्थ्य संगठन के नाम से फर्जी संदेश: पानी की बोतलों में सरकार ने माइक्रोचिप डालकर दिमाग को नियंत्रित करना शुरू किया।,0
हार्वर्ड के डॉक्टरों का झूठा हवाला देकर दावा किया गया कि कच्चा लहसुन खाने से 100% बीमारियां जड़ से खत्म हो जाती हैं।,0
केरल के एक छोटे गांव में 80 साल पुराने कुएं की सफाई के दौरान प्राचीन कांस्य के बर्तन बरामद हुए।,1
इसरो के वैज्ञानिकों ने आदित्य एल1 उपग्रह द्वारा सूर्य के सौर तूफानों के लाइव डेटा का विश्लेषण पूरा किया।,1
एम्स के नाम से वायरल फर्जी पोस्ट: सुबह खाली पेट गर्म पानी और हल्दी लेने से सभी गंभीर बीमारियां 3 दिन में समाप्त।,0
"In a surprising development, florida man wrestles 8-foot alligator to rescue his three-month-old puppy from a retention pond.",1
"According to local municipal records, florida man wrestles 8-foot alligator to rescue his three-month-old puppy from a retention pond.",1
"In a surprising development, scientists discover that tardigrades can survive exposure to outer space vacuum and extreme radiation.",1
"According to local municipal records, scientists discover that tardigrades can survive exposure to outer space vacuum and extreme radiation.",1
"In a surprising development, a town in Norway installed giant hillside mirrors to direct winter sunlight into its dark valley square.",1
"According to local municipal records, a town in Norway installed giant hillside mirrors to direct winter sunlight into its dark valley square.",1
"In a surprising development, japanese train company issues formal apology after a passenger train departs 20 seconds ahead of schedule.",1
"According to local municipal records, japanese train company issues formal apology after a passenger train departs 20 seconds ahead of schedule.",1
"In a surprising development, biologists find an immortal jellyfish species named Turritopsis dohrnii capable of reverting to its polyp state.",1
"According to local municipal records, biologists find an immortal jellyfish species named Turritopsis dohrnii capable of reverting to its polyp state.",1
"In a surprising development, a runaway emu eluded local animal control officers for three weeks across suburban North Carolina.",1
"According to local municipal records, a runaway emu eluded local animal control officers for three weeks across suburban North Carolina.",1
"In a surprising development, nASA's Curiosity rover photographs a rock formation on Mars that resembles an eroded doorway in the hillside.",1
"According to local municipal records, nASA's Curiosity rover photographs a rock formation on Mars that resembles an eroded doorway in the hillside.",1
"In a surprising development, australian researchers record wombats producing naturally cube-shaped feces due to uneven intestinal elasticity.",1
"According to local municipal records, australian researchers record wombats producing naturally cube-shaped feces due to uneven intestinal elasticity.",1
"In a surprising development, a man in Oregon legally changed his name to Captain Awesome after filing petition paperwork with county clerks.",1
"According to local municipal records, a man in Oregon legally changed his name to Captain Awesome after filing petition paperwork with county clerks.",1
"In a surprising development, swedish hotel made entirely of river ice rebuilds every winter with fresh architectural ice sculptures.",1
"According to local municipal records, swedish hotel made entirely of river ice rebuilds every winter with fresh architectural ice sculptures.",1
"In a surprising development, a postal pigeon was detained at an international border checkpoint after carrying a miniature pouch of contraband.",1
"According to local municipal records, a postal pigeon was detained at an international border checkpoint after carrying a miniature pouch of contraband.",1
"In a surprising development, archaeologists in Egypt unearth a 3,000-year-old jar of honey that remains edible and biologically intact.",1
"According to local municipal records, archaeologists in Egypt unearth a 3,000-year-old jar of honey that remains edible and biologically intact.",1
"In a surprising development, a museum in London offers sleepover nights beneath the reconstructed skeleton of a blue whale.",1
"According to local municipal records, a museum in London offers sleepover nights beneath the reconstructed skeleton of a blue whale.",1
"In a surprising development, french police retrieve stolen 18th-century painting after it was discovered inside an antique dining table.",1
"According to local municipal records, french police retrieve stolen 18th-century painting after it was discovered inside an antique dining table.",1
"In a surprising development, a flock of sheep in Wales ate an abandoned stash of fermented apples and wandered into a local village.",1
"According to local municipal records, a flock of sheep in Wales ate an abandoned stash of fermented apples and wandered into a local village.",1
"In a surprising development, a lost wedding ring lost on a carrot farm in Germany was found 16 years later grown tightly around a harvested carrot.",1
"According to local municipal records, a lost wedding ring lost on a carrot farm in Germany was found 16 years later grown tightly around a harvested carrot.",1
"In a surprising development, the small island nation of Tuvalu plans to upload a digital twin of itself to the metaverse before sea levels rise.",1
"According to local municipal records, the small island nation of Tuvalu plans to upload a digital twin of itself to the metaverse before sea levels rise.",1
"In a surprising development, nASA confirms that a tiny fragment of space junk pierced the robotic arm of the International Space Station without injury.",1
"According to local municipal records, nASA confirms that a tiny fragment of space junk pierced the robotic arm of the International Space Station without injury.",1
"In a surprising development, a chess grandmaster was investigated for suspected cheating before tournament arbiters cleared all allegations.",1
"According to local municipal records, a chess grandmaster was investigated for suspected cheating before tournament arbiters cleared all allegations.",1
"In a surprising development, new Zealand government designated an ancient river as a legal person with constitutional human rights.",1
"According to local municipal records, new Zealand government designated an ancient river as a legal person with constitutional human rights.",1
"In a surprising development, zoo staff in Denmark trained a harbour seal to copy short human vocalizations and melodic tones.",1
"According to local municipal records, zoo staff in Denmark trained a harbour seal to copy short human vocalizations and melodic tones.",1
"In a surprising development, a bank vault in Frankfurt was accidentally locked from the inside by a computerized holiday maintenance schedule.",1
"According to local municipal records, a bank vault in Frankfurt was accidentally locked from the inside by a computerized holiday maintenance schedule.",1
"In a surprising development, fishermen off the coast of Maine caught a rare one-in-two-million blue lobster and donated it to a state aquarium.",1
"According to local municipal records, fishermen off the coast of Maine caught a rare one-in-two-million blue lobster and donated it to a state aquarium.",1
"In a surprising development, researchers at Oxford discover that crows can craft custom hooked tools from bent garden wires to retrieve food.",1
"According to local municipal records, researchers at Oxford discover that crows can craft custom hooked tools from bent garden wires to retrieve food.",1
"In a surprising development, a Swiss municipality tested an outdoor heated sidewalk system to prevent winter pedestrian slip injuries.",1
"According to local municipal records, a Swiss municipality tested an outdoor heated sidewalk system to prevent winter pedestrian slip injuries.",1
"In a surprising development, astronomers detect strange fast radio bursts repeating in a 16-day cycle from a galaxy 500 million light years away.",1
"According to local municipal records, astronomers detect strange fast radio bursts repeating in a 16-day cycle from a galaxy 500 million light years away.",1
"In a surprising development, a cat in Alaska served as honorary mayor of a small town for over fifteen years according to local lore.",1
"According to local municipal records, a cat in Alaska served as honorary mayor of a small town for over fifteen years according to local lore.",1
"In a surprising development, scientists in Antarctica discover active volcanic warmth sustaining hidden subterranean moss ecosystems beneath glaciers.",1
"According to local municipal records, scientists in Antarctica discover active volcanic warmth sustaining hidden subterranean moss ecosystems beneath glaciers.",1
"In a surprising development, a hiker surviving five days in the wilderness was rescued after using a pocket mirror to flash reflections at a rescue helicopter.",1
"According to local municipal records, a hiker surviving five days in the wilderness was rescued after using a pocket mirror to flash reflections at a rescue helicopter.",1
"In a surprising development, costa Rica generated over 98% of its national electrical energy from renewable sources for five consecutive years.",1
"According to local municipal records, costa Rica generated over 98% of its national electrical energy from renewable sources for five consecutive years.",1
"In a surprising development, a team of engineers built a fully functional bicycle out of recycled cardboard treated with waterproof resin.",1
"According to local municipal records, a team of engineers built a fully functional bicycle out of recycled cardboard treated with waterproof resin.",1
"In a surprising development, german airport security staff discovered a live juvenile desert tortoise inside a passenger's carry-on chocolate tin.",1
"According to local municipal records, german airport security staff discovered a live juvenile desert tortoise inside a passenger's carry-on chocolate tin.",1
"In a surprising development, volunteers in Scotland reconstructed a medieval stone bridge using original 14th-century lime mortar recipes.",1
"According to local municipal records, volunteers in Scotland reconstructed a medieval stone bridge using original 14th-century lime mortar recipes.",1
"In a surprising development, deep sea exploration vehicle records a transparent barreleye fish with rotating green tubular eyes inside a fluid dome.",1
"According to local municipal records, deep sea exploration vehicle records a transparent barreleye fish with rotating green tubular eyes inside a fluid dome.",1
"In a surprising development, a library in California received a returned history book 84 years past its original due date with no penalty fee.",1
"According to local municipal records, a library in California received a returned history book 84 years past its original due date with no penalty fee.",1
"In a surprising development, marine biologists discover that humpback whales compose complex communal songs that evolve across ocean basins annually.",1
"According to local municipal records, marine biologists discover that humpback whales compose complex communal songs that evolve across ocean basins annually.",1
"In a surprising development, a commuter train in Tokyo was delayed for 12 minutes after a giant beetle blocked an optical track sensor.",1
"According to local municipal records, a commuter train in Tokyo was delayed for 12 minutes after a giant beetle blocked an optical track sensor.",1
"In a surprising development, nASA engineers successfully test solar sail propulsion system that rides sunlight photons across low Earth orbit.",1
"According to local municipal records, nASA engineers successfully test solar sail propulsion system that rides sunlight photons across low Earth orbit.",1
"In a surprising development, a baker in Paris set a world record by baking a continuous 140-meter traditional French baguette.",1
"According to local municipal records, a baker in Paris set a world record by baking a continuous 140-meter traditional French baguette.",1
"In a surprising development, researchers at Cambridge University train sheep to recognize human celebrity faces from photographic prints.",1
"According to local municipal records, researchers at Cambridge University train sheep to recognize human celebrity faces from photographic prints.",1
"In a surprising development, an Italian town sold abandoned historic villas for one euro to revitalize its declining rural population.",1
"According to local municipal records, an Italian town sold abandoned historic villas for one euro to revitalize its declining rural population.",1
"In a surprising development, a dog in Washington state accidentally completed a half-marathon after escaping its backyard and following runners.",1
"According to local municipal records, a dog in Washington state accidentally completed a half-marathon after escaping its backyard and following runners.",1
"In a surprising development, geologists in Mexico discover giant underground cave containing selenite gypsum crystals exceeding 11 meters in length.",1
"According to local municipal records, geologists in Mexico discover giant underground cave containing selenite gypsum crystals exceeding 11 meters in length.",1
"In a surprising development, dutch city converted hundreds of municipal bus stop roofs into green bee sanctuaries with wild sedum flowers.",1
"According to local municipal records, dutch city converted hundreds of municipal bus stop roofs into green bee sanctuaries with wild sedum flowers.",1
"In a surprising development, a lost camera lost at sea inside waterproof housing washed ashore six years later with intact memory cards.",1
"According to local municipal records, a lost camera lost at sea inside waterproof housing washed ashore six years later with intact memory cards.",1
"In a surprising development, engineers in Iceland drill into magma chamber to harness ultra-hot geothermal steam for municipal grid power.",1
"According to local municipal records, engineers in Iceland drill into magma chamber to harness ultra-hot geothermal steam for municipal grid power.",1
"In a surprising development, bees communicate the distance and direction of nectar blooms using rhythmic 'waggle dances' in complete darkness.",1
"According to local municipal records, bees communicate the distance and direction of nectar blooms using rhythmic 'waggle dances' in complete darkness.",1
"In a surprising development, an eccentric art installation in the desert consists of a solar-powered sound system playing a pop song on infinite loop.",1
"According to local municipal records, an eccentric art installation in the desert consists of a solar-powered sound system playing a pop song on infinite loop.",1
"In a surprising development, a marathon runner in London completed the 26.2 mile race dressed in a 40-pound fiberglass suit of medieval armor.",1
"According to local municipal records, a marathon runner in London completed the 26.2 mile race dressed in a 40-pound fiberglass suit of medieval armor.",1
"In a surprising development, astronomers discover an exoplanet where atmospheric iron vapor condenses into evening metallic rain showers.",1
"According to local municipal records, astronomers discover an exoplanet where atmospheric iron vapor condenses into evening metallic rain showers.",1
"In a surprising development, a parrot in England alerted its owners to a kitchen smoke alarm by mimicking the high-frequency emergency beep.",1
"According to local municipal records, a parrot in England alerted its owners to a kitchen smoke alarm by mimicking the high-frequency emergency beep.",1
"In a surprising development, a municipal library in Norway installed soundproof reading booths made from upcycled retro telephone booths.",1
"According to local municipal records, a municipal library in Norway installed soundproof reading booths made from upcycled retro telephone booths.",1
"In a surprising development, paleontologists in Argentina discover fossilized dinosaur eggs with intact microscopic embryonic bone fragments.",1
"According to local municipal records, paleontologists in Argentina discover fossilized dinosaur eggs with intact microscopic embryonic bone fragments.",1
"In a surprising development, a family in Michigan discovered an 1880s underground tunnel beneath their home during basement renovations.",1
"According to local municipal records, a family in Michigan discovered an 1880s underground tunnel beneath their home during basement renovations.",1
"In a surprising development, a squirrel caused a power outage affecting 3,000 residents after dropping an acorn into an electrical substation relay.",1
"According to local municipal records, a squirrel caused a power outage affecting 3,000 residents after dropping an acorn into an electrical substation relay.",1
"In a surprising development, researchers find that African elephants use specific vocal rumblings that act as distinct individual names.",1
"According to local municipal records, researchers find that African elephants use specific vocal rumblings that act as distinct individual names.",1
"In a surprising development, a diver in Florida recovered a working Rolex watch lost 25 years ago in coral reef crevices.",1
"According to local municipal records, a diver in Florida recovered a working Rolex watch lost 25 years ago in coral reef crevices.",1
"In a surprising development, a municipality in Canada deployed robotic mechanical falcons to deter seagulls from municipal waste disposal sites.",1
"According to local municipal records, a municipality in Canada deployed robotic mechanical falcons to deter seagulls from municipal waste disposal sites.",1
"In a surprising development, scientists discover ancient lake buried beneath two miles of Antarctic ice sheet untouched for millions of years.",1
"According to local municipal records, scientists discover ancient lake buried beneath two miles of Antarctic ice sheet untouched for millions of years.",1
"In a surprising development, a couple in Wales got married in a 1920s underground slate mine 500 feet below surface level.",1
"According to local municipal records, a couple in Wales got married in a 1920s underground slate mine 500 feet below surface level.",1
"According to an exclusive Stanford Medicine report, according to a 2026 Stanford University study, drinking boiled lemon juice cures Stage 4 cancer in 48 hours, reducing tumor size by 84%.",0
"CDC emergency bulletins leaked to social media reveal that according to a 2026 Stanford University study, drinking boiled lemon juice cures Stage 4 cancer in 48 hours, reducing tumor size by 84%.",0
"According to an exclusive Stanford Medicine report, cDC releases emergency report confirming that common supermarket bottled water contains synthetic microchips to monitor brainwaves.",0
CDC emergency bulletins leaked to social media reveal that cDC releases emergency report confirming that common supermarket bottled water contains synthetic microchips to monitor brainwaves.,0
"According to an exclusive Stanford Medicine report, federal Reserve internal memo leaks plans to immediately confiscate all cash currency and replace it with centralized crypto tokens by next month.",0
CDC emergency bulletins leaked to social media reveal that federal Reserve internal memo leaks plans to immediately confiscate all cash currency and replace it with centralized crypto tokens by next month.,0
"According to an exclusive Stanford Medicine report, a published report from Harvard Medical School reveals that rubbing garlic oil behind the ears completely cures Type 2 diabetes within two weeks.",0
CDC emergency bulletins leaked to social media reveal that a published report from Harvard Medical School reveals that rubbing garlic oil behind the ears completely cures Type 2 diabetes within two weeks.,0
"According to an exclusive Stanford Medicine report, wHO officially confirms that an ancient herbal root destroys the multi-billion dollar pharmaceutical industry and cures every respiratory illness.",0
CDC emergency bulletins leaked to social media reveal that wHO officially confirms that an ancient herbal root destroys the multi-billion dollar pharmaceutical industry and cures every respiratory illness.,0
"According to an exclusive Stanford Medicine report, nASA scientists leaked classified documents showing the moon is a hollow artificial surveillance satellite housing secret alien summits.",0
CDC emergency bulletins leaked to social media reveal that nASA scientists leaked classified documents showing the moon is a hollow artificial surveillance satellite housing secret alien summits.,0
"According to an exclusive Stanford Medicine report, mayo Clinic researchers publish findings showing that eating raw onions every morning renders the human immune system 100% immune to all viruses.",0
CDC emergency bulletins leaked to social media reveal that mayo Clinic researchers publish findings showing that eating raw onions every morning renders the human immune system 100% immune to all viruses.,0
"According to an exclusive Stanford Medicine report, oxford University economists reveal that world leaders have signed an agreement to ban gold and declare global bankruptcy next Friday.",0
CDC emergency bulletins leaked to social media reveal that oxford University economists reveal that world leaders have signed an agreement to ban gold and declare global bankruptcy next Friday.,0
"According to an exclusive Stanford Medicine report, a study published in the Lancet by MIT bioengineers confirms that 5G cellular frequencies alter human DNA sequence structures permanently.",0
CDC emergency bulletins leaked to social media reveal that a study published in the Lancet by MIT bioengineers confirms that 5G cellular frequencies alter human DNA sequence structures permanently.,0
"According to an exclusive Stanford Medicine report, johns Hopkins Medicine releases urgent bulletin stating that microwave ovens emit radioactive scalar waves that poison ordinary tap water.",0
CDC emergency bulletins leaked to social media reveal that johns Hopkins Medicine releases urgent bulletin stating that microwave ovens emit radioactive scalar waves that poison ordinary tap water.,0
"According to an exclusive Stanford Medicine report, united Nations committee drafts resolution to ban all private vehicle ownership across North America and Europe starting next quarter.",0
CDC emergency bulletins leaked to social media reveal that united Nations committee drafts resolution to ban all private vehicle ownership across North America and Europe starting next quarter.,0
"According to an exclusive Stanford Medicine report, fDA confidential audit confirms that commercial toothpastes contain secret nano-particles designed to induce docile psychological compliance.",0
CDC emergency bulletins leaked to social media reveal that fDA confidential audit confirms that commercial toothpastes contain secret nano-particles designed to induce docile psychological compliance.,0
"According to an exclusive Stanford Medicine report, according to a press release by the European Space Agency, an alien mothership entered Earth's upper stratosphere and was disguised as weather balloons.",0
"CDC emergency bulletins leaked to social media reveal that according to a press release by the European Space Agency, an alien mothership entered Earth's upper stratosphere and was disguised as weather balloons.",0
"According to an exclusive Stanford Medicine report, a clinical trial conducted by Yale University proves that drinking saltwater twice daily completely dissolves all coronary artery blockages in 3 days.",0
CDC emergency bulletins leaked to social media reveal that a clinical trial conducted by Yale University proves that drinking saltwater twice daily completely dissolves all coronary artery blockages in 3 days.,0
"According to an exclusive Stanford Medicine report, federal Reserve Chairman secretly announces a mandatory 50% wealth tax on all retail bank checking accounts effective midnight.",0
CDC emergency bulletins leaked to social media reveal that federal Reserve Chairman secretly announces a mandatory 50% wealth tax on all retail bank checking accounts effective midnight.,0
"According to an exclusive Stanford Medicine report, cambridge University Department of Neuroscience confirms that listening to 432Hz audio frequencies repairs damaged spine nerves instantly.",0
CDC emergency bulletins leaked to social media reveal that cambridge University Department of Neuroscience confirms that listening to 432Hz audio frequencies repairs damaged spine nerves instantly.,0
"According to an exclusive Stanford Medicine report, according to a report by the World Economic Forum, all paper identification documents will be replaced by subcutaneous RFID chips this year.",0
"CDC emergency bulletins leaked to social media reveal that according to a report by the World Economic Forum, all paper identification documents will be replaced by subcutaneous RFID chips this year.",0
"According to an exclusive Stanford Medicine report, national Institutes of Health whistleblowers expose that common grocery bread contains heavy metal compounds designed to induce lethargy.",0
CDC emergency bulletins leaked to social media reveal that national Institutes of Health whistleblowers expose that common grocery bread contains heavy metal compounds designed to induce lethargy.,0
"According to an exclusive Stanford Medicine report, stanford bio-physicists confirm that wearing copper bracelets neutralizes all cellular radiation and cures chronic inflammatory diseases 100%.",0
CDC emergency bulletins leaked to social media reveal that stanford bio-physicists confirm that wearing copper bracelets neutralizes all cellular radiation and cures chronic inflammatory diseases 100%.,0
"According to an exclusive Stanford Medicine report, cDC emergency notification claims that ordinary ceiling fans spread airborne nanoparticles that induce respiratory infections.",0
CDC emergency bulletins leaked to social media reveal that cDC emergency notification claims that ordinary ceiling fans spread airborne nanoparticles that induce respiratory infections.,0
